Information Security Architect,Information Technology Security Manager,Information Technology Security Manager,IP Security Architect,Senior Information Security Analyst,Security Analyst,IT Security Analyst,CYBER SECURITY & IT COMPLIANCE MANAGER (M/F),Infrastructure Security Architect ,Group Product Manager,Application Security Architect,Security Engineer,Space Cybersecurity Specialist ,Cyber Security Specialist / Penetration Tester at Resideo,Cyber-Security Architect at Eaton,Security and Risk Manager at IBM,Cyber Security Expert at Zentiva,Cyber Security Architect at Vodafone,Tier 1 Security Engineer,Sr. Security Engineer,INFORMATION SECURITY ANALYST I at TE Connectivity,Security QA Engineer ,Information Security Engineer ,Principal Security Architect,Threat Hunting & Response Senior Analyst,Associate Security Engineer,Backend Developer Go/ C++ (CyberSecurity) at Acronis,Security Architect - Network,Senior Security Operations Engineer at Pure Storage,"Associate Offensive Security Engineer, Managed Services",System Engineer at SolarWinds,Cyber Security Analyst at Honeywell,Security Engineer,Security Consultant at Accenture,Security Operations Analyst at 2K,Senior Security Manager at TietoEVRY,Network Engineer ,SOC Analyst at Fortinet,Senior Software Engineer,Cyber Range,Information Security Officer-GRC,Security Engineer,Senior Security Researcher,Application Security Specialist WIP,Security Engineer,"Senior Security Engineer, Incident Response",Security Engineer,Information Technology Manager,Senior Digital Forensics Consultant,JUNIOR SECURITY ENGINEER (D/M/W),Aircraft Cyber Security Engineer,Presales Security Consultant,Information Security Engineer,Security Analyst,Information Security Engineer,Information Security Analyst,Cyber & Information Security Audit Manager,Security Engineer,IT Security Analyst,Information Security Engineer,Cyber Security Analyst,IT Security Engineer,Senior Security Researcher,Security Analyst,Security Engineer,Security Analyst,Cyber Security Consultant,Network Security Engineer,Cyber Security Consultant,IT Security Specialist,Chief Security Architect,"L3 Security Engineer, Cyber Security","L3 Security Engineer, Cyber Security",Advanced Cyber Security Engineer,Security Threat Monitoring Analyst,Cyber Security Specialist,Information Security Lead ,National Security Expert ,Cyber Security Specalist,Application Security Engineer ,Leader of Team for SOC ,Penetration Tester,Senior Security Architect in Cyber Design,SOC Analyst ,Technical Security Manager ,IT Security Engineer in Network Security Platform Support Team,Information Security Analyst ,Sr. Endpoint CyberSecurity Engineer ,Security Engineer (Incident Response) ,Security Architect ,IT Security Expert ,Junior Security Engineer - INTERN,IAM Security Expert,Cyber Security Specalist,Penetration tester (White Hat Hacker),Application Security Engineer or Senior Application Security Engineer,Security Operations Engineer (SecOps),Embedded Security Engineer,Information Security Officer,Network Security Administrator,Senior Infrastructure Engineer,Penetration Tester,Senior AWS Developer ,Cybersecurity Engineer,Information System Security Engineer,Information Security Engineer,Cyber Security Incident Responder,Cybersecurity Professional for Active Directory (w/m/d),Cybersecurity Professional for Active Directory (w/m/d),Cyber Security Developer ,Incident Response Engineer
1.0,0.9873073048514656,0.9871958346186012,0.9126181013258852,0.9776190904847936,0.9587243861471717,0.9754304211028677,0.9804025946301226,0.9697624662687799,0.9611463083235705,0.9573780982388503,0.9822664801876351,0.9752172039404574,0.9456659729752656,0.9717500170299264,0.9773631582564695,0.9579196158136255,0.9688120157947138,0.971307433061214,0.9559225699283198,0.9737338309119477,0.9601602499741453,0.9793866226052215,0.9826582637983837,0.9674539556567933,0.9619321313329224,0.9319716439015424,0.9768300739714394,0.9794361375941645,0.9709518045372592,0.9366602237081498,0.9795514685044684,0.9621523902210934,0.9711073641633567,0.9655751086604832,0.9731819416293563,0.9487795976171313,0.9581017328889201,0.9593540843792254,0.9645865734442589,0.9499600959465248,0.9449951808152237,0.9644447733449658,0.9483038845740814,0.9580125532181623,0.9632976346367934,0.9000914390720491,0.9644773546618126,0.9685812632066503,0.9750679607171222,0.9634374797449153,0.9544706742946497,0.9583909876701865,0.9802248697206267,0.9733580850187407,0.978342784836961,0.9767060066253018,0.9658162714305681,0.9623205657187127,0.9745555967380733,0.9833360082580644,0.9654677644322576,0.963451807322496,0.9541285046439331,0.9557704470361521,0.9791744729509418,0.9769730323230729,0.9652352903558635,0.9674785019628279,0.9696668909796248,0.9682001175724567,0.9523704240640349,0.9621625207720977,0.9433551349723452,0.9699205134493702,0.9603935231758918,0.9815126494731798,0.9796354598222179,0.9804191932824173,0.9519615061370528,0.9685518832012496,0.9486006998016137,0.9658908532116871,0.974618501856307,0.9797388626577169,0.9661674348025187,0.9681932040803254,0.9693736686168234,0.9732736289522096,0.9671581113639367,0.9685747525283394,0.9306637022434014,0.9465312410817807,0.9602617482239406,0.9566322442181414,0.9467694845204918,0.9718853659303397,0.9158384426248987,0.9773901893302821,0.918480438539273,0.9569667797593706,0.9713447951388752,0.9234914135687734,0.966626746162722,0.8554507131019559,0.9626277644218677,0.9736877325538009,0.9740577765415692,0.97425785596496,0.9742599198870825,0.9616290587471084
0.9873073048514656,1.0,0.9899579241355662,0.9159086285618729,0.9818320915795103,0.962427283045708,0.9814422018139364,0.985367235863283,0.9734205365078938,0.9711229790719342,0.967834858064302,0.984994868855176,0.9809133232242463,0.9514952210227566,0.9760177848102429,0.9827002232831288,0.9703416223847803,0.9766605062938644,0.9756153823863918,0.958658037726912,0.9793756056931558,0.9648670622045967,0.9733991834473602,0.9822303180771779,0.9650822659741736,0.9631665286846746,0.9425571213438411,0.9793495649184574,0.9802350642162613,0.9739065662705332,0.9421751057435364,0.9791662442692524,0.9669646978040712,0.9698112066026554,0.965584047162275,0.9726462282951667,0.9552176014500523,0.9663955742358731,0.9644691630391405,0.9655925354092094,0.9618073839799126,0.9568464552868531,0.9707980941795076,0.9567362960579838,0.9635011099552107,0.9678597457329566,0.9009783864528124,0.9690167638983932,0.9778582692086037,0.9734306779073654,0.9724650495938371,0.9576108235045129,0.9589627689450774,0.9835827575179308,0.9749945690724641,0.9801365321317669,0.9872974361540955,0.9690047694458487,0.9683936111541702,0.9797884026773208,0.9844403859318547,0.9700998328817769,0.9697836737025105,0.9570547138570511,0.9656052611221172,0.9836934845767618,0.9791309633418231,0.9674683011503116,0.9642487727048028,0.9735476785256982,0.9809365140540082,0.9588178522477847,0.9687319761884743,0.9532152758122266,0.9774815047594614,0.9635246171133812,0.9820302295568444,0.9812196844068537,0.9796081067855763,0.9631856289477797,0.9767318038036817,0.9543522650248772,0.9676969822510434,0.9783847003299675,0.9834519867625605,0.9717574735860591,0.9763007622905219,0.9770022555402438,0.9722158676317584,0.9715475995322557,0.9762700555432007,0.9377582776534472,0.9517423381762142,0.9632297137146907,0.966036048043209,0.9557949489949832,0.9746258674430744,0.9241223881655684,0.9789651336197271,0.9222884276474396,0.9649057506532301,0.9791204483713962,0.9211263156626244,0.9761885122435627,0.8591004156367636,0.9595459405378131,0.9800379211821523,0.9743442317641747,0.9743969391933204,0.974973150334881,0.963911105244527
0.9871958346186012,0.9899579241355662,1.0,0.9084030909636772,0.9689962435161241,0.9498127752701241,0.9750771837468606,0.9761055638783179,0.9633712091122177,0.9665515977159662,0.9564865204113155,0.9838058823452362,0.9698492841693472,0.9541127035170937,0.9761043859452411,0.9780064254954417,0.946324259065832,0.962516066069138,0.9724403438976339,0.9492448914286158,0.9716424836262205,0.9632724189268281,0.9865435765215812,0.985690262114496,0.9796408163250084,0.9518920673522214,0.9387967847090257,0.980162933663027,0.9818023861114958,0.9710316647909589,0.9393757982173072,0.9796051130628549,0.9662555741913158,0.9621860583990771,0.9669128068253193,0.9793279511720699,0.9524560569412355,0.9622923517738322,0.9691470600382751,0.9695348045028328,0.9382683587496068,0.9395176179017244,0.9623447526829103,0.942014046250569,0.9620822490771493,0.9679227696576255,0.9067547029517824,0.9733594945049768,0.9689728928362227,0.9785128895743613,0.9632697817387759,0.9647568148570639,0.956484592254943,0.9759736394384914,0.964165862075002,0.9774772497201535,0.9745232601751787,0.9657392936624201,0.9678170871366962,0.9733993438166828,0.9830506286833884,0.9613758059031575,0.9605534682960348,0.9519965175508521,0.9513763067678292,0.975668585568799,0.9746718565277054,0.9665235494353812,0.9762820218468781,0.9761960216976524,0.9670264826806657,0.9432891959373894,0.9538479919067215,0.9458235041470952,0.9693028149515619,0.9636816484980775,0.9850714456248696,0.9817104852316928,0.9806071726702253,0.9499562318094604,0.9631092887725101,0.9507263709708226,0.9553865958762316,0.9736730190556547,0.9813178623871276,0.9606973962935725,0.9641547828439624,0.9665924790750853,0.9753319990574069,0.95563971524604,0.9565876908347049,0.9344880457271603,0.9446556133120677,0.9635340221147428,0.9552026474540577,0.9406973983099711,0.973691729890609,0.915054686143288,0.9681175746689871,0.9192785391240071,0.9578289643305811,0.973724771433731,0.944414332007861,0.9642307417030079,0.8697462391389505,0.960925290112904,0.9699901438855462,0.9821036448581395,0.981855048298152,0.9691206912641538,0.9643074029857696
0.9126181013258852,0.9159086285618729,0.9084030909636772,1.0,0.9167630052470427,0.9047484778083157,0.934175633766001,0.9366553649393932,0.9586382714860182,0.9088653305541042,0.9496506608708543,0.9110028465488882,0.9204468062223539,0.9108661517623191,0.9063774093798901,0.8895703537045978,0.923915337437339,0.9406299597081174,0.9341300304314575,0.9461773925165023,0.9414469398099603,0.9310152921094149,0.9255791536696701,0.9152885141015326,0.8766501545080385,0.956976305511523,0.9211377731440338,0.9220314244443651,0.9133458527875911,0.9374560622239918,0.9508079933152614,0.9103894543944024,0.9415091978268714,0.9357658347508794,0.9241963178451013,0.8886415231453878,0.9749106518991123,0.9265029102481099,0.8890038529138169,0.8762672156647701,0.9145511089314049,0.9580640853318491,0.9107003639010038,0.9465353386813516,0.9384079404100091,0.8900082224091749,0.9112621522675046,0.9263102165681879,0.9149028963996243,0.8992592340736243,0.9313196190380191,0.8992636733142101,0.9616584040669196,0.9313652101545097,0.9271227261294057,0.9118790808984881,0.928722383820981,0.9500205197009249,0.928017093520617,0.9570763301443304,0.919043358045535,0.96121967893776,0.9207333161480373,0.9603099953777211,0.9388764532614211,0.9283543652346264,0.9456090975665341,0.9498687079839406,0.9028359068538618,0.9097854611920784,0.9445881094026043,0.926730653516903,0.9377283019947334,0.9646970295071093,0.9369226020874722,0.9028973988566286,0.9173517221037445,0.8964677793168838,0.9181912230213889,0.9331318759730172,0.9219399372133068,0.9264364826391094,0.9495526313526296,0.9336874001856026,0.926241152489654,0.961462547845971,0.9211196577605905,0.9577007792670984,0.8937495675843032,0.942170728594903,0.9308429133457402,0.9160229865442336,0.9275875326903251,0.9026625855864899,0.9409683766286078,0.9362217277510752,0.9068615301454102,0.923293428883866,0.9101437646224333,0.9794199225205741,0.9516526813383399,0.9269963971034195,0.8378516418919704,0.9388376451573465,0.8720936557462341,0.9613938863492116,0.9154325679347536,0.9068939679477452,0.9072530681961576,0.9529972266759161,0.8688203317696228
0.9776190904847936,0.9818320915795103,0.9689962435161241,0.9167630052470427,1.0,0.9691858362409377,0.9749759298558427,0.9840822267621506,0.9756571113201571,0.9496149786041194,0.9627963541024418,0.9752527837676983,0.981548939929925,0.935456329144609,0.9564036556677037,0.9683406537281937,0.9755013586499238,0.9794805913946733,0.9698606627059638,0.967154285668295,0.9745572308259078,0.9520366675692589,0.9622794159659822,0.9685588042646783,0.9501191644872174,0.9669244542562218,0.9195374845118807,0.9640697128043756,0.9615278353033275,0.9721991946303389,0.9368827601747066,0.9676587107522399,0.9604901183729625,0.9748599951686187,0.9579332267877256,0.9562026811345156,0.9421873151855692,0.9559065386885114,0.9394464095836267,0.9375530327468783,0.9597041036865812,0.9589915360633281,0.9592835364851805,0.9608059041423971,0.9577031455921013,0.9529775516809276,0.8810717907618408,0.9538469414712052,0.9706200611536138,0.9565823960453369,0.9627057639736494,0.937383726703324,0.955178477263424,0.9847953525806323,0.9823470829575841,0.9743184981117919,0.9831581109385367,0.962014103436148,0.9566786794005325,0.9727957542690955,0.978187207628328,0.9715553601404693,0.959305193267465,0.9523360232333083,0.9639576806085507,0.9834706409482564,0.9701618356233843,0.9569183132383369,0.9406558709779443,0.9501246724756096,0.9689015067195372,0.9630627507100545,0.9762351279886451,0.9489449890936896,0.9667531705090826,0.9426191305728365,0.9689946933041653,0.9603118330194261,0.9670496062712403,0.9615645822164736,0.9753548104872726,0.9373060260995578,0.972796980891294,0.96929815830959,0.9691845972162073,0.970669296062703,0.9763846709750093,0.9737501290425187,0.9578554485242096,0.9788655804733688,0.9828815966655591,0.91675609388978,0.9428040746963557,0.9421019601308442,0.9583349179426581,0.9544844863214297,0.960744461293096,0.9119124773734788,0.9795258983401963,0.910890689562511,0.9504982997537632,0.9647452242457784,0.8847066600094594,0.9698460332409906,0.8360624164862661,0.9574072344263441,0.9749818360136934,0.9488617529540034,0.9490346869618125,0.9703016065132251,0.9412973736498665
0.9587243861471717,0.962427283045708,0.9498127752701241,0.9047484778083157,0.9691858362409377,1.0,0.951693645405333,0.9672471933163147,0.9582801019197168,0.935390754060378,0.9491308183934588,0.9483453995931782,0.9692598627090517,0.9267195126700506,0.9375390564864039,0.944927734459541,0.9588833607624975,0.9638913478371447,0.9568491883966022,0.9614083333277127,0.9696925450007922,0.9457075827191839,0.9436769640189139,0.9554832844624418,0.9312095291919769,0.9536434694524862,0.9134432805878455,0.9391041108184396,0.9482796749962811,0.9648427348201197,0.9166635765416075,0.9633248305439147,0.9494723760190439,0.9579395147518743,0.9494192068108553,0.9312241551785957,0.9277287050351711,0.9535000842816431,0.9239346802643584,0.9234331069559377,0.9558772943517307,0.9471764243580102,0.9682674913402808,0.9493204448739401,0.948356902846756,0.9458248969438127,0.8710597515588953,0.9329082763006774,0.9623363410023379,0.9465172785544328,0.9458377490298966,0.9366384084726177,0.9479165467704621,0.9636442266742173,0.968843605102903,0.9524532655664106,0.9675657336007102,0.9479463967361088,0.9344127678680291,0.962478334033216,0.9650938235862876,0.9554597321685608,0.9690753229324015,0.9535090085835937,0.9579825176123004,0.962598327835527,0.9587553910071142,0.9325097430270515,0.9183185129757901,0.9440515780280813,0.9577921797002951,0.954206439280575,0.9474480049092189,0.9351865478432306,0.9630173169226041,0.9303633095935958,0.9559434734789558,0.9436375691804092,0.9495544274473612,0.9584936078903414,0.9618544430710232,0.9372887810808117,0.9551142484148474,0.965885309428647,0.9540514027682292,0.9562585727544143,0.9707313957932071,0.9611795979467526,0.9513630313936762,0.9590242129731661,0.9720983161175942,0.9237280716169779,0.9414954912094944,0.9299102569462205,0.9574118046525609,0.9525588801617975,0.9473772395081013,0.919608852633526,0.9595375902215659,0.9009274991755748,0.9402470156777146,0.9568713513598882,0.8695126539319575,0.9679941898535505,0.8303388951682077,0.9431563127938974,0.9679996957076233,0.9312971882333101,0.9320350213001081,0.959739918472483,0.9368379846681131
0.9754304211028677,0.9814422018139364,0.9750771837468606,0.934175633766001,0.9749759298558427,0.951693645405333,1.0,0.9813307614538392,0.9760245026461879,0.9526959389664599,0.9708253076821132,0.9779487020671165,0.9744528094321732,0.9551885474029712,0.9696487575715572,0.9626343293742182,0.9630683815414764,0.9740643406011417,0.9711756432993959,0.9647268782708791,0.9714085836817806,0.9678909504730835,0.9748399074837754,0.9725940335487459,0.9592217900800155,0.966485321877847,0.9500393934734688,0.9736997991658916,0.9671289888001341,0.9747299065650599,0.9612047915447648,0.9675990583960268,0.9728232969293886,0.9669602832027595,0.9646887619508641,0.9572924405777347,0.9617683180891287,0.9656084928151059,0.9521219006595953,0.9458536484893152,0.9489187548979465,0.9632381537053911,0.9560864898529187,0.9648716362915118,0.9703886628725773,0.9553512295287503,0.9215926162362913,0.9631369885283058,0.966369731047994,0.9619695309621089,0.9695029825742112,0.9535294186096438,0.9689594632517248,0.9812372325208387,0.9743519202428378,0.974333829619542,0.9743075346163474,0.9708234300653062,0.9745127656127657,0.9770885865832696,0.9772614553179924,0.9767329610972953,0.957833805809471,0.9634186614539043,0.9693381330723744,0.9805484985943764,0.9800533116723049,0.9707541809318531,0.9539677629742473,0.9596320269870147,0.9772761587687073,0.960200963620895,0.9662838665258462,0.9629101228809585,0.9730461840102744,0.9537009029021744,0.9731316480949942,0.9621646973968885,0.9713689787131478,0.9678496065687432,0.9583756123218006,0.960670360768233,0.969857909428251,0.967397955635472,0.9709361110856684,0.9719364040119698,0.9678930064650536,0.9787665688089471,0.9546097228974552,0.9697431798213444,0.969181807164008,0.9441099597148034,0.9640224063015074,0.9535226140155962,0.9647853392205229,0.9564798860636105,0.9677739651216195,0.9360371918989505,0.9740603807912859,0.9335501363644855,0.9654427378439091,0.9708039416632683,0.9048388852148184,0.9685273075102754,0.8896436778762249,0.9695536701988955,0.9637972207374478,0.9599365338641774,0.960018983101691,0.9725358852884004,0.9400601102403638
0.9804025946301226,0.985367235863283,0.9761055638783179,0.9366553649393932,0.9840822267621506,0.9672471933163147,0.9813307614538392,1.0,0.9825267690436574,0.9602061294468008,0.9722344728464679,0.9802517302774646,0.9817221844814241,0.9504693519234557,0.9647876401623423,0.9692098598449743,0.9727290097664588,0.9818230448874119,0.9793675192732847,0.974406596860569,0.9814689014777989,0.964349159408272,0.9718848734957845,0.9770804196159386,0.9572916614750517,0.9767790674925585,0.9413692961686064,0.9705746271938366,0.9754355338699374,0.9763093339442401,0.9508479954011634,0.9750135664879692,0.9749113693761001,0.9760961313060033,0.9691661212927944,0.9631063574011668,0.9597297835734746,0.9720180212358895,0.9523589375709726,0.9491143471115421,0.9600146131859478,0.9696156374390519,0.96732598690227,0.9637245501040465,0.9711325758516394,0.9637940370203341,0.9042696009035032,0.9646611451146608,0.9774866706705158,0.9679335429262826,0.9737978946184581,0.9492479833930113,0.9713762426293078,0.9826619653807775,0.981051685825457,0.9720362618777841,0.9800146561257133,0.9751442800584026,0.9691580679708344,0.9831458156721565,0.9838284822302399,0.9816321848133209,0.9692814642279651,0.9660045481542464,0.9726354814951336,0.9815775674390895,0.9838921840706856,0.9697323042856135,0.9544639145650139,0.9647898953825728,0.9775793040802533,0.9668435075055902,0.9754397086373782,0.9616522252953048,0.9764350912019054,0.9545457811259263,0.9782371053051017,0.9712749337785992,0.9787206971690032,0.9699165765258113,0.9774493043136374,0.9570286891652285,0.9775271585724855,0.9803605473472875,0.980912845775043,0.982418880679704,0.9831619374733429,0.983238090331875,0.9683351903456342,0.9781383070790409,0.9832698355087655,0.9398813933572402,0.9542838261203572,0.9542659363706126,0.9694508038858445,0.962134269747351,0.9690054383500543,0.9315124642188904,0.9789377798308802,0.937566237470951,0.9682093262549649,0.9755158660389706,0.9040782900271547,0.9775980867217253,0.8675830529968109,0.9710161383813998,0.9804114256615908,0.9621139720532262,0.9623966769446125,0.9823295707249007,0.9518445823498376
0.9697624662687799,0.9734205365078938,0.9633712091122177,0.9586382714860182,0.9756571113201571,0.9582801019197168,0.9760245026461879,0.9825267690436574,1.0,0.9548826055789439,0.9837968715000148,0.970508808214037,0.9740121855102125,0.9503119357270678,0.9621357079945971,0.953560502175207,0.9678863606392035,0.9750419446092178,0.9734523471919583,0.9776498739493314,0.9798399481163901,0.9653084371667943,0.9683196834983666,0.9656665945587102,0.9393729915397067,0.9870365136020508,0.9461681870301264,0.9745659985434958,0.9626633002910476,0.9804395863556548,0.9611678738265599,0.9658044743495693,0.9791673450062145,0.9804888805418909,0.9663484365595802,0.94781094045458,0.9735142183426598,0.9634068455668934,0.9420186165317512,0.9320980290504959,0.9566616284105282,0.9783791701722907,0.9554673959672001,0.9797054949067876,0.976833092283328,0.9518863431080525,0.9219853904947135,0.9583284295595424,0.9648927909321762,0.9634481258246301,0.9805367084464491,0.9465673471772003,0.974425899826638,0.9777294211704866,0.9738317618225284,0.962676718587699,0.9718021484240086,0.9782263182597681,0.9554858458603238,0.9858321897629485,0.9715280008940064,0.9881003441694973,0.9601888817096388,0.9722586885465495,0.9758656716491557,0.9757818902022675,0.9837281288083211,0.9731442634463962,0.9512073742383451,0.9603695498237831,0.9813228694475816,0.9748695249489263,0.9709582102919436,0.972617728740247,0.9753196619415814,0.9521100313062043,0.9650060709687812,0.9546517908289317,0.9707367280894179,0.9714185455685701,0.9679122710477182,0.9603582813922863,0.9894237779264251,0.9744401687254292,0.9712968395075158,0.985950372716859,0.9730741087504355,0.9851383384460781,0.9491622401558013,0.9843083121195185,0.9739658732680786,0.943134009942755,0.9551136102081569,0.9518263852261202,0.9707554843644802,0.9712747887885095,0.9601346753871867,0.9411718265916549,0.9680933970773701,0.9559220528856572,0.96923556121305,0.9671942264631666,0.8930228569960073,0.9791359711247142,0.8722534303285197,0.9796111190326591,0.9658315686496937,0.9555259891746237,0.955478320301854,0.9786747824784647,0.9295892011237649
0.9611463083235705,0.9711229790719342,0.9665515977159662,0.9088653305541042,0.9496149786041194,0.935390754060378,0.9526959389664599,0.9602061294468008,0.9548826055789439,1.0,0.9632404026610816,0.9547262113264148,0.9573401637595524,0.9316247716155823,0.9659895147045227,0.95697045806412,0.9474882118005651,0.9538569433342654,0.9419054302408205,0.929223294930005,0.9597788301043035,0.9547205826767751,0.9527138979076092,0.9654754923716922,0.9368347127914631,0.9452941752037214,0.9466181497869482,0.9596287319943346,0.9698703465940366,0.9504536155263226,0.928631373473035,0.9643173542912277,0.9473988711083139,0.9539547876057164,0.9429832639683089,0.9401287269537576,0.9517159026226256,0.9388730163127471,0.9684832920719274,0.9626964510570467,0.9444948965438859,0.9322611977558841,0.9479730423073046,0.9312143733896244,0.9428523444704501,0.9468324980510079,0.8707968779599288,0.9604776380702128,0.9450298898730918,0.9552690731732637,0.9550300980913399,0.9519181727005573,0.9326182227009483,0.958042852266911,0.9344023976382475,0.9497144718085403,0.9650134623569545,0.9430757070695716,0.9354669216226483,0.9584166134909401,0.9560018136148335,0.9462938287557146,0.9496186039179025,0.9358233516287515,0.9340162487142827,0.9568190273098504,0.9577856233775771,0.9474183556452607,0.9632722283080782,0.9653955738488351,0.9579946442338634,0.9322304157905109,0.9428040208887392,0.9241368922666254,0.9562598924367255,0.9499939506559463,0.9698523284283705,0.9694899359583585,0.9486746562027819,0.9422339434943079,0.9621306253416158,0.9414593766039754,0.945002191491363,0.953905828454043,0.9739733300996418,0.9503061921323493,0.9425944318585585,0.9562879251377011,0.9534522721217801,0.958946366655019,0.9430478682493337,0.9208745673533305,0.9182461476096615,0.9497295861679367,0.9516067885316203,0.9301777149036793,0.9572587953623687,0.8985155081309746,0.9475489386413346,0.9159487130270889,0.9662194937159255,0.9539659750184244,0.928753325097169,0.9614556252986137,0.8224804130496648,0.9514679954897989,0.9530216505343363,0.9752769624184334,0.9754555195686678,0.9573841644066926,0.9550803132928194
